commercial_area,weekend_sales,weekday_sales,total_shops,weekend_per_shop,weekday_per_shop,weekend_index
양화대교북단,618867961.0,1044032903.0,288.0,2148847.0868055555,3625114.246527778,0.5927667214526475
상계2동주민센터,1835193055.0,3097197506.0,2016.0,910314.0153769841,1536308.286706349,0.5925334278633505
홍익대,262301182.0,443437847.0,138.0,1900733.2028985508,3213317.731884058,0.5915173541783861
홍대입구역 3번,8439225457.0,14288424901.0,2844.0,2967378.8526722924,5024059.388537272,0.590633713335986
도봉구민회관,1512334567.0,2565222586.0,144.0,10502323.381944444,17814045.736111112,0.5895529593625681
난곡초등학교(난곡동벽화마을),859096110.0,1457523462.0,240.0,3579567.125,6073014.425,0.5894218051359231
동묘시장(동묘벼룩시장),2693768764.0,4570501716.0,444.0,6067046.765765766,10293922.783783784,0.5893814139856676
천호초등학교,355165545.0,602803877.0,144.0,2466427.3958333335,4186138.034722222,0.5891892181708712
자양한강도서관,3729783006.0,6332624808.0,1164.0,3204280.932989691,5440399.319587629,0.5889789967168382
수락산디자인거리,12708250301.0,21583510701.0,2910.0,4367096.323367697,7417013.986597938,0.5887944031464355
봉천역 6번,292056943.0,497123592.0,204.0,1431651.681372549,2436880.3529411764,0.5874936287473558
경의선책거리,7622856468.0,12980877562.0,5112.0,1491169.1056338027,2539295.2977308296,0.5872373752538133
건대입구역 6번,7367136448.0,12558614016.0,3204.0,2299355.9450686644,3919667.2958801496,0.5866201826582199
세검정,524255461.0,893917484.0,234.0,2240407.952991453,3820160.188034188,0.5864696354904274
이태원시장,1112362914.0,1899984749.0,282.0,3944549.340425532,6737534.570921985,0.5854588646490236
개봉중학교,1868770524.0,3195742257.0,564.0,3313422.914893617,5666209.675531914,0.5847688498365655
명일전통시장,320494132.0,548674666.0,168.0,1907703.1666666667,3265920.630952381,0.584124166578524
길동복조리시장,1552778248.0,2664720855.0,630.0,2464727.3777777776,4229715.642857143,0.582717039605261
백련산해모로아파트,958770103.0,1646207020.0,684.0,1401710.6769005847,2406735.409356725,0.5824116234178129
아현가구거리상점가,926367315.0,1591436632.0,270.0,3430990.0555555555,5894209.748148148,0.5820950054642201
신한은행 신월동지점,6665723907.0,11462907283.0,1812.0,3678655.5778145697,6326107.772075055,0.581503779314831
강서농산물도매시장,3147493502.0,5418922060.0,366.0,8599709.021857923,14805797.978142077,0.580833875658289
홍대부중,1036021094.0,1783745996.0,432.0,2398196.9768518517,4129041.657407407,0.580812008168903
마천시장,470703411.0,810818288.0,276.0,1705447.141304348,2937747.420289855,0.5805288533403183
구반포역,207512444.0,358075021.0,318.0,652554.8553459119,1126022.0786163523,0.5795222560358377
창덕궁,1458617726.0,2517961149.0,900.0,1620686.3622222221,2797734.61,0.579285239003503
로데오거리상점가,24648319184.0,42559214967.0,3396.0,7258044.518256772,12532159.884275619,0.5791535206444025
장미제일시장(중화동제일시장),313660592.0,541741986.0,378.0,829789.925925926,1433179.857142857,0.5789851997921387
한국상담대학원대학교,587700842.0,1018479705.0,36.0,16325023.388888888,28291102.916666668,0.5770373617803213
송파나루역 1번(송리단길),17468633510.0,30278062942.0,6858.0,2547190.654709828,4414998.970836978,0.5769402601303306
국립4.19민주묘지,1574552010.0,2731744668.0,216.0,7289592.638888889,12646966.055555556,0.5763906226099752
서서울호수공원,131213509.0,227779418.0,228.0,575497.8464912281,999032.5350877193,0.5760551596457236
한성백제역 3번,2288825321.0,3975217757.0,954.0,2399187.9675052413,4166894.9234800837,0.5757735703835558
오동나무공원(송파레미니스1단지),2290230149.0,3979424137.0,744.0,3078266.329301075,5348688.356182796,0.5755179820381131
정릉3동주민센터,809922742.0,1408364662.0,174.0,4654728.402298851,8094049.781609195,0.5750802784627097
까치산역 4번,3759494612.0,6551459935.0,2454.0,1531986.3944580278,2669706.574979625,0.5738407392092217
은마아파트,17020890047.0,29677883353.0,2394.0,7109812.049707603,12396776.672096908,0.5735210238731341
신대방역 1번,982278932.0,1715734017.0,474.0,2072318.4219409283,3619692.018987342,0.5725123604633876
상도1동주민센터앞,783972146.0,1370433050.0,108.0,7259001.351851852,12689194.907407407,0.5720616165817075
신풍역 2번,546301412.0,956433344.0,96.0,5690639.708333333,9962847.333333334,0.5711860794347211
연남동(홍대),68651644689.0,120263575725.0,23826.0,2881375.165323596,5047577.256988164,0.5708432023173989
장안현대홈타운1차아파트,2511632510.0,4400943092.0,792.0,3171253.1691919193,5556746.328282828,0.5707032464395247
신곡종합시장(신월6동 골목시장),919463826.0,1612204657.0,366.0,2512196.2459016396,4404930.756830601,0.5703145825859006
상수역(홍대),16270438647.0,28536298706.0,6336.0,2567935.3925189395,4503835.023042929,0.5701663980542439
새터산,686776004.0,1204971437.0,372.0,1846172.0537634408,3239170.5295698927,0.569952102524402
천호태영아파트,636233325.0,1118452039.0,96.0,6627430.46875,11650542.072916666,0.5688516832325253
상계역,17656967476.0,31045569477.0,3366.0,5245682.553773024,9223282.672905525,0.5687435525729718
사가정역 4번,951340012.0,1672859937.0,684.0,1390847.970760234,2445701.6622807016,0.5686907737811406
황학동주방가구거리상점가,489164254.0,861612998.0,240.0,2038184.3916666666,3590054.158333333,0.5677308201425253
신월중학교,422983508.0,745524743.0,246.0,1719445.1544715448,3030588.386178862,0.5673634738102851
삼양입구사거리,2366219817.0,4179670518.0,1200.0,1971849.8475,3483058.765,0.5661259199283133
효창동주민센터,564701609.0,997686330.0,282.0,2002487.975177305,3537894.787234043,0.5660111720684796
상봉역,22746804915.0,40193618976.0,3648.0,6235418.013980263,11017987.657894736,0.5659307495695358
미아초등학교,425651572.0,752837943.0,240.0,1773548.2166666666,3136824.7625,0.5653960137872593
뚝섬유원지역 1번,514216942.0,911442508.0,72.0,7141901.972222222,12658923.722222222,0.5641792405846403
"수유전통시장(수유시장, 수유골목시장)",3411073720.0,6046527155.0,1314.0,2595946.514459665,4601618.839421613,0.5641376665577879
연희동,22285519590.0,39544007999.0,4938.0,4513065.935601458,8008102.065411097,0.5635624894311058
화곡역 5번,979013822.0,1737928951.0,1854.0,528054.9201725997,937394.2562028047,0.5633221205255127
화곡초등학교,1847829241.0,3281948421.0,678.0,2725411.859882006,4840631.889380531,0.563028117436706
송파나루역 2번,11047745398.0,19641656311.0,1398.0,7902536.050071531,14049825.687410587,0.5624650601290119
신영시장,1430388918.0,2543659843.0,1152.0,1241657.046875,2208038.058159722,0.5623349843479839
서빙고동주민센터,612001063.0,1089247433.0,48.0,12750022.145833334,22692654.854166668,0.5618567870428023
연신내상점가(연빛거리),29147005442.0,51879148659.0,7110.0,4099438.177496484,7296645.381012659,0.561825052943377
연희사러가,120200363.0,214123940.0,48.0,2504174.2291666665,4460915.416666667,0.5613588233057919
연신내역 5번,3200331987.0,5702293396.0,1194.0,2680345.0477386937,4775790.113902847,0.5612359387268541
오류동역 1번,400581870.0,714976823.0,72.0,5563637.083333333,9930233.652777778,0.5602725250857536
중랑역 1번,1540959342.0,2751128234.0,510.0,3021488.905882353,5394369.08627451,0.5601190533236335
면목골목시장(면목시장),4394083432.0,7847155160.0,1872.0,2347266.7905982905,4191856.388888889,0.5599587802721617
금천어울림복지센터,510079335.0,915477932.0,84.0,6072373.035714285,10898546.80952381,0.5571727260379227
신사1동주민센터,2386557370.0,4286640378.0,1158.0,2060930.3713298792,3701761.9844559585,0.5567430807231575
벌말어린이공원,3300810207.0,5934276802.0,672.0,4911919.950892857,8830769.050595239,0.5562278803522519
먹골파출소,210911087.0,379606069.0,72.0,2929320.652777778,5272306.513888889,0.5556051502432644
원신초등학교(구세군관악영문교회),65173990.0,117305033.0,282.0,231113.43971631204,415975.2943262411,0.5555941491444787
화곡본동시장,4476784500.0,8058043755.0,822.0,5446209.854014599,9802972.937956205,0.5555671619705669
미아사거리역 3번,2276473946.0,4099792434.0,828.0,2749364.6690821256,4951440.137681159,0.5552656586028522
홍제역 4번,2360329839.0,4253799093.0,498.0,4739618.15060241,8541765.246987952,0.5548757210664063
창동역 2번,3138019886.0,5656485181.0,1500.0,2092013.2573333334,3770990.120666667,0.554764979592015
장승배기역 4번,3456882632.0,6231538729.0,1386.0,2494143.3131313133,4496059.689033189,0.5547398134448793
시흥동 은행나무사거리,2650556749.0,4778575817.0,948.0,2795945.9377637133,5040691.790084388,0.5546750434659893
"신림역 5번(신림동주민센터, 신림동별빛거리)",6220429179.0,11236097273.0,2424.0,2566183.6547029703,4635353.660478548,0.5536111897097493
솔밭공원역 1번,606187036.0,1096426872.0,258.0,2349562.1550387596,4249716.558139535,0.552875026579976
상봉역 3번,11003484152.0,19904803452.0,3000.0,3667828.0506666666,6634934.484,0.5528054662049119
거여역 1번(거여공원),2927114577.0,5297534285.0,1428.0,2049800.12394958,3709757.9026610646,0.5525428283282927
독산동성당,2019164759.0,3657609456.0,1686.0,1197606.618623962,2169400.6263345196,0.5520449307915393
돌곶이역 5번,2560349240.0,4640037721.0,660.0,3879317.0303030303,7030360.183333334,0.5517949193413464
미아사거리역,21475971876.0,38924863524.0,3594.0,5975506.921535893,10830512.944908181,0.5517288933526641
까치산역,15775150168.0,28636492392.0,3078.0,5125130.009096816,9303603.766081871,0.550875782971486
대림한신아파트,187309481.0,340065168.0,432.0,433586.7615740741,787187.8888888889,0.5508046651811161
청량리청과물시장,6110005697.0,11097670355.0,1164.0,5249145.787800687,9534081.060996564,0.5505665154531435
한일병원,558331104.0,1014205890.0,162.0,3446488.296296296,6260530.185185186,0.5505106108188742
텃골근린공원,310526189.0,564086651.0,426.0,728934.7159624413,1324147.0680751174,0.5504937733405075
둔촌동역 3번(성내3동주민센터),2491779572.0,4528184989.0,1320.0,1887711.7969696969,3430443.1734848483,0.5502821943125346
서문여고,320383121.0,584036956.0,72.0,4449765.569444444,8111624.388888889,0.5485665208487251
굽은다리역 1번(십자성마을),2452891759.0,4479355768.0,648.0,3785326.7885802467,6912586.0617283955,0.547599227666437
계상초등학교,1555638505.0,2841924453.0,1512.0,1028861.4451058201,1879579.6646825396,0.5473891128097486
석계역 7번,15449980966.0,28259984514.0,2646.0,5838995.074074074,10680266.256235827,0.5467087555672961
신내1동주민센터,10970475339.0,20081390168.0,2982.0,3678898.5040241447,6734201.9342723,0.5463005921015179
한국폴리텍대학서울정수캠퍼스,1725388774.0,3163608880.0,582.0,2964585.52233677,5435754.089347079,0.5453862469876491
KC대학교,69711383.0,127881146.0,132.0,528116.5378787878,968796.5606060605,0.545126355060972
신정롯데캐슬아파트,4316845210.0,7924150395.0,1164.0,3708629.9054982816,6807689.342783505,0.5447707318533295
남부초등학교,881699465.0,1618638326.0,936.0,941986.6079059829,1729314.4508547008,0.544716784989805
대학로(혜화역),61936827012.0,113717808417.0,11400.0,5433055.001052632,9975246.352368422,0.5446537167237642
금천금빛공원(은행나무사거리서측),2476738989.0,4547822143.0,882.0,2808094.0918367347,5156260.933106576,0.5445989115498266
말미고개,1592412216.0,2926778276.0,894.0,1781221.7181208055,3273801.2035794184,0.5440836530249004
관악중부시장,2071648915.0,3814694705.0,798.0,2596051.2719298247,4780319.179197995,0.5430706977113127
동문시장,574336790.0,1058398015.0,228.0,2519021.00877193,4642096.557017544,0.5426472667751554
신정네거리역,17023458649.0,31396567767.0,4008.0,4247369.92240519,7833474.991766467,0.5422076315899998
굽은다리역,7117963269.0,13129705705.0,1626.0,4377591.186346863,8074849.757072571,0.542126642357975
사가정역,8825791213.0,16281400887.0,1422.0,6206604.228551337,11449649.006329114,0.5420781217939923
남문시장,837621403.0,1545468057.0,840.0,997168.3369047618,1839842.925,0.5419855811358254
까치산역 3번,13797180218.0,25523385846.0,4086.0,3376696.088595203,6246545.728340675,0.5405701383526387
고덕동성당,3134684478.0,5799929276.0,1014.0,3091404.8106508874,5719851.357001972,0.5404694314069081
오류동역 4번,552474194.0,1022332955.0,138.0,4003436.188405797,7408209.81884058,0.5404053457320076
수유역,57815432254.0,107131904544.0,11784.0,4906265.46622539,9091302.150712831,0.5396658679791762
중앙고등학교,1801769523.0,3339839463.0,690.0,2611260.1782608693,4840347.047826087,0.5394778829823055
메디힐병원,4216273889.0,7823790708.0,1296.0,3253297.7538580247,6036875.546296297,0.5389042276768429
신월2동주민센터,260451357.0,483647920.0,408.0,638361.1691176471,1185411.568627451,0.5385143742580346
솔밭공원역 2번,1583596845.0,2941531607.0,810.0,1955057.8333333333,3631520.502469136,0.5383579225297102
갈산공원,1201969351.0,2233552919.0,72.0,16694018.763888888,31021568.319444444,0.5381423205939272
이수역 10번,1370086318.0,2547936533.0,636.0,2154223.7704402516,4006189.5172955976,0.5377238797964988
